class,Precision,Recall,F1,IoU,Samples,TP,FN,FP,TN,AUC
Cider,0.5676,0.7159,0.6332,0.4633,88,63,25,48,283,0.8449
IPA,0.6316,0.64,0.6358,0.4661,75,48,27,28,316,0.8402
Lager,0.425,0.2931,0.3469,0.2098,58,17,41,23,338,0.7026
Stout,0.9167,0.8462,0.88,0.7857,104,88,16,8,307,0.9489
Wheat,0.6875,0.7021,0.6947,0.5322,94,66,28,30,295,0.8926
