class,Precision,Recall,F1,IoU,Samples,TP,FN,FP,TN,AUC
orange wine,0.8182,0.8182,0.8182,0.6923,33,27,6,6,222,0.9184
rose wine,0.9405,0.8876,0.9133,0.8404,89,79,10,5,167,0.9542
Sauvignon blanc,0.4143,0.9355,0.5743,0.4028,31,29,2,41,189,0.9185
Chardonnay,0.0,0.0,0.0,0.0,32,0,32,0,229,0.5555
Cabernet Sauvignon,0.3902,0.5517,0.4571,0.2963,29,16,13,25,207,0.8887
Pinot Noir,0.5333,0.3478,0.4211,0.2667,23,8,15,7,231,0.8495
Malbec,0.4444,0.3333,0.381,0.2353,24,8,16,10,227,0.83
